CPR_CODEQUAL,CPR_NATCODE,ID_NATIONALITY,ID_PRODUCTLEVEL,CPR_INDICATOR,CPR_ACTION,DWH_SNAPSHOTTIMESTAMP
2,MYS,122117745,155682547,VSP,N,29MAY2022:07:14:16.567
2,MYS,122117746,155682548,VSP,N,29MAY2022:07:14:16.600
2,MYS,122117747,155682549,VSP,N,29MAY2022:07:14:16.613
2,MYS,122117748,155682550,VSP,N,29MAY2022:07:14:16.647
2,MYS,122117749,155682551,VSP,N,29MAY2022:07:14:16.677
2,MYS,122117750,155682552,VSP,N,29MAY2022:07:14:16.707
2,MYS,122117751,155682553,VSP,N,29MAY2022:07:14:16.740
2,MYS,122117752,155682554,VSP,N,29MAY2022:07:14:16.770
2,MYS,122117753,155682555,VSP,N,29MAY2022:07:14:16.800
2,MYS,122117754,155682556,VSP,N,29MAY2022:07:14:16.833
2,MYS,122117755,155682558,VSP,N,29MAY2022:07:14:16.910
2,MYS,122117756,155682560,VSP,N,29MAY2022:07:14:17.130
2,MYS,122117757,155682562,VSP,N,29MAY2022:07:14:17.210
2,MYS,122117758,155682564,VSP,N,29MAY2022:07:14:19.333
2,MYS,122117759,155682565,VSP,N,29MAY2022:07:14:19.380
2,MYS,122117760,155682566,VSP,N,29MAY2022:07:14:19.410
2,MYS,122117761,155682567,VSP,N,29MAY2022:07:14:19.460
2,MYS,122117762,155682568,VSP,N,29MAY2022:07:14:19.507
2,MYS,122117763,155682569,VSP,N,29MAY2022:07:14:19.553
2,MYS,122117764,155682574,VSP,N,29MAY2022:07:14:19.710
2,MYS,122117765,155682575,VSP,N,29MAY2022:07:14:19.757
2,MYS,122117766,155682577,VSP,N,29MAY2022:07:14:19.820
2,MYS,122117767,155682578,VSP,N,29MAY2022:07:14:19.850
2,MYS,122117768,155682579,VSP,N,29MAY2022:07:14:19.897
2,MYS,122117769,155682580,VSP,N,29MAY2022:07:14:19.927
2,MYS,122117770,155682581,VSP,N,29MAY2022:07:14:19.960
2,MYS,122117771,155682582,VSP,N,29MAY2022:07:14:19.990
2,MYS,122117772,155682583,VSP,N,29MAY2022:07:14:20.083
2,MYS,122117773,155682585,VSP,N,29MAY2022:07:14:20.490
2,MYS,122117774,155682586,VSP,N,29MAY2022:07:14:20.680
2,MYS,122117775,155682587,VSP,N,29MAY2022:07:21:46.617
2,MYS,122117776,155682588,VSP,N,29MAY2022:07:21:46.647
2,MYS,122117777,155682590,VSP,N,29MAY2022:07:21:46.693
2,MYS,122117778,155682591,VSP,N,29MAY2022:07:21:46.723
2,MYS,122117779,155682593,VSP,N,29MAY2022:07:21:46.770
2,MYS,122117780,155682594,VSP,N,29MAY2022:07:21:46.803
2,MYS,122117781,155682595,VSP,N,29MAY2022:07:21:46.820
2,MYS,122117782,155682596,VSP,N,29MAY2022:07:21:46.850
2,MYS,122117783,155682597,VSP,N,29MAY2022:07:21:46.940
2,MYS,122117784,155682598,VSP,N,29MAY2022:07:21:47.003
2,MYS,122117785,155682599,VSP,N,29MAY2022:07:21:47.110
2,MYS,122117786,155682600,VSP,N,29MAY2022:07:21:47.160
2,MYS,122117787,155682601,VSP,N,29MAY2022:07:21:47.190
2,MYS,122117788,155682603,VSP,N,29MAY2022:07:21:47.520
2,MYS,122117789,155682604,VSP,N,29MAY2022:07:21:47.533
2,MYS,122117790,155682605,VSP,N,29MAY2022:07:21:47.567
2,MYS,122117791,155682608,VSP,N,29MAY2022:07:21:47.643
2,MYS,122117792,155682609,VSP,N,29MAY2022:07:21:47.660
2,MYS,122117793,155682611,VSP,N,29MAY2022:07:21:47.720
2,MYS,122117794,155682612,VSP,N,29MAY2022:07:21:47.753
2,MYS,122117795,155682613,VSP,N,29MAY2022:07:21:47.767
2,MYS,122117796,155682614,VSP,N,29MAY2022:07:21:47.813
2,MYS,122117797,155682615,VSP,N,29MAY2022:07:21:47.847
2,MYS,122117798,155682617,VSP,N,29MAY2022:07:21:47.893
2,MYS,122117799,155682618,VSP,N,29MAY2022:07:21:47.907
2,MYS,122117800,155682620,VSP,N,29MAY2022:07:21:48.157
2,MYS,122117801,155682621,VSP,N,29MAY2022:07:21:48.173
2,MYS,122117802,155682622,VSP,N,29MAY2022:07:21:48.330
2,MYS,122117803,155682623,VSP,N,29MAY2022:07:21:48.347
2,MYS,122117804,155682624,VSP,N,29MAY2022:07:21:48.377
2,MYS,122117805,155682625,VSP,N,29MAY2022:07:21:48.407
2,MYS,122117806,155682626,VSP,N,29MAY2022:07:21:48.440
2,MYS,122117807,155682627,VSP,N,29MAY2022:07:21:48.453
2,MYS,122117808,155682628,VSP,N,29MAY2022:07:21:48.487
2,MYS,122117809,155682629,VSP,N,29MAY2022:07:21:48.517
2,MYS,122117810,155682630,VSP,N,29MAY2022:07:21:48.533
2,MYS,122117811,155682631,VSP,N,29MAY2022:07:21:48.563
2,MYS,122117812,155682632,VSP,N,29MAY2022:07:21:48.597
2,MYS,122117813,155682633,VSP,N,29MAY2022:07:21:48.627
2,MYS,122117814,155682634,VSP,N,29MAY2022:07:21:48.643
2,MYS,122117815,155682635,VSP,N,29MAY2022:07:21:48.690
2,MYS,122117816,155682636,VSP,N,29MAY2022:07:21:48.703
2,MYS,122117817,155682638,VSP,N,29MAY2022:07:21:48.753
2,MYS,122117818,155682640,VSP,N,29MAY2022:07:21:48.783
2,MYS,122117819,155682641,VSP,N,29MAY2022:07:21:48.830
2,IND,122117820,155682643,VSP,N,29MAY2022:07:21:48.877
2,IND,122117821,155682644,VSP,N,29MAY2022:07:21:48.910
2,IND,122117822,155682645,VSP,N,29MAY2022:07:21:48.923
2,MYS,122117823,155682646,VSP,N,29MAY2022:07:21:48.957
2,MYS,122117824,155682647,VSP,N,29MAY2022:07:21:48.987
2,MYS,122117825,155682648,VSP,N,29MAY2022:07:21:49.020
2,MYS,122117826,155682649,VSP,N,29MAY2022:07:21:49.050
2,MYS,122117827,155682651,VSP,N,29MAY2022:07:21:49.097
2,MYS,122117828,155682652,VSP,N,29MAY2022:07:21:49.127
2,MYS,122117829,155682654,VSP,N,29MAY2022:07:21:49.207
2,MYS,122117830,155682655,VSP,N,29MAY2022:07:21:49.220
2,MYS,122117831,155682657,VSP,N,29MAY2022:07:21:49.270
2,MYS,122117832,155682658,VSP,N,29MAY2022:07:21:49.300
2,MYS,122117833,155682660,VSP,N,29MAY2022:07:21:49.423
2,MYS,122117834,155682661,VSP,N,29MAY2022:07:21:49.440
2,MYS,122117835,155682663,VSP,N,29MAY2022:07:21:49.503
2,MYS,122117836,155682664,VSP,N,29MAY2022:07:21:49.520
2,MYS,122117837,155682666,VSP,N,29MAY2022:07:21:49.567
2,MYS,122117838,155682667,VSP,N,29MAY2022:07:21:49.600
2,MYS,122117839,155682668,VSP,N,29MAY2022:07:21:49.647
2,MYS,122117840,155682669,VSP,N,29MAY2022:07:21:49.660
2,MYS,122117841,155682670,VSP,N,29MAY2022:07:21:49.693
2,MYS,122117842,155682671,VSP,N,29MAY2022:07:21:49.723
2,MYS,122117843,155682672,VSP,N,29MAY2022:07:21:49.753
2,LTU,122117844,155682673,VSP,N,29MAY2022:07:21:49.787
2,LTU,122117845,155682674,VSP,N,29MAY2022:07:21:49.817
2,LTU,122117846,155682675,VSP,N,29MAY2022:07:21:49.850
2,LTU,122117847,155682676,VSP,N,29MAY2022:07:21:49.880
2,LTU,122117848,155682677,VSP,N,29MAY2022:07:21:49.897
2,LTU,122117849,155682678,VSP,N,29MAY2022:07:21:49.927
2,MYS,122117850,155682679,VSP,N,29MAY2022:07:21:49.953
2,MYS,122117851,155682680,VSP,N,29MAY2022:07:21:49.987
2,MYS,122117852,155682681,VSP,N,29MAY2022:07:21:50.017
2,MYS,122117853,155682683,VSP,N,29MAY2022:07:21:50.063
2,MYS,122117854,155682684,VSP,N,29MAY2022:07:21:50.097
2,MYS,122117855,155682685,VSP,N,29MAY2022:07:21:50.127
2,MYS,122117856,155682686,VSP,N,29MAY2022:07:21:50.157
2,MYS,122117857,155682687,VSP,N,29MAY2022:07:21:50.173
2,MYS,122117858,155682688,VSP,N,29MAY2022:07:21:50.220
2,MYS,122117859,155682689,VSP,N,29MAY2022:07:21:50.250
2,MYS,122117860,155682690,VSP,N,29MAY2022:07:21:50.283
2,MYS,122117861,155682691,VSP,N,29MAY2022:07:21:50.313
2,MYS,122117862,155682692,VSP,N,29MAY2022:07:21:50.347
2,MYS,122117863,155682693,VSP,N,29MAY2022:07:21:50.360
2,MYS,122117864,155682694,VSP,N,29MAY2022:07:21:50.393
2,MYS,122117865,155682695,VSP,N,29MAY2022:07:21:50.423
2,MYS,122117866,155682696,VSP,N,29MAY2022:07:21:50.453
2,MYS,122117867,155682697,VSP,N,29MAY2022:07:21:50.487
2,MYS,122117868,155682698,VSP,N,29MAY2022:07:21:50.517
2,MYS,122117869,155682700,VSP,N,29MAY2022:07:21:50.563
2,MYS,122117870,155682701,VSP,N,29MAY2022:07:21:50.580
2,MYS,122117871,155682702,VSP,N,29MAY2022:07:21:50.610
2,MYS,122117872,155682703,VSP,N,29MAY2022:07:21:50.643
2,MYS,122117873,155682704,VSP,N,29MAY2022:07:21:50.657
2,MYS,122117874,155682706,VSP,N,29MAY2022:07:21:50.720
2,MYS,122117875,155682707,VSP,N,29MAY2022:07:21:50.737
2,MYS,122117876,155682709,VSP,N,29MAY2022:07:21:50.780
2,MYS,122117877,155682710,VSP,N,29MAY2022:07:21:50.827
2,MYS,122117878,155682712,VSP,N,29MAY2022:07:21:50.873
2,MYS,122117879,155682713,VSP,N,29MAY2022:07:21:50.907
2,MYS,122117880,155682714,VSP,N,29MAY2022:07:21:50.920
2,MYS,122117881,155682715,VSP,N,29MAY2022:07:21:50.953
2,MYS,122117882,155682716,VSP,N,29MAY2022:07:21:50.983
2,MYS,122117883,155682717,VSP,N,29MAY2022:07:21:51.000
2,MYS,122117884,155682718,VSP,N,29MAY2022:07:21:51.030
2,MYS,122117885,155682719,VSP,N,29MAY2022:07:21:51.093
2,MYS,122117886,155682720,VSP,N,29MAY2022:07:21:51.123
2,MYS,122117887,155682721,VSP,N,29MAY2022:07:21:51.157
2,MYS,122117888,155682722,VSP,N,29MAY2022:07:21:51.187
2,MYS,122117889,155682723,VSP,N,29MAY2022:07:21:51.233
2,MYS,122117890,155682724,VSP,N,29MAY2022:07:21:51.297
2,MYS,122117891,155682726,VSP,N,29MAY2022:07:21:51.327
2,MYS,122117892,155682727,VSP,N,29MAY2022:07:21:51.360
2,MYS,122117893,155682728,VSP,N,29MAY2022:07:21:51.373
2,MYS,122117894,155682729,VSP,N,29MAY2022:07:21:51.420
2,MYS,122117895,155682730,VSP,N,29MAY2022:07:21:51.437
2,MYS,122117896,155682731,VSP,N,29MAY2022:07:21:51.483
2,MYS,122117897,155682732,VSP,N,29MAY2022:07:21:51.517
2,MYS,122117898,155682733,VSP,N,29MAY2022:07:21:51.547
2,MYS,122117899,155682734,VSP,N,29MAY2022:07:21:51.563
2,MYS,122117900,155682735,VSP,N,29MAY2022:07:21:51.593
2,MYS,122117901,155682736,VSP,N,29MAY2022:07:21:51.610
2,MYS,122117902,155682738,VSP,N,29MAY2022:07:21:51.687
2,MYS,122117903,155682739,VSP,N,29MAY2022:07:21:51.720
2,MYS,122117904,155682740,VSP,N,29MAY2022:07:21:51.733
2,MYS,122117905,155682741,VSP,N,29MAY2022:07:21:51.783
2,MYS,122117906,155682742,VSP,N,29MAY2022:07:21:51.797
2,MYS,122117907,155682743,VSP,N,29MAY2022:07:21:51.830
2,MYS,122117908,155682744,VSP,N,29MAY2022:07:21:51.907
2,MYS,122117909,155682745,VSP,N,29MAY2022:07:21:51.923
2,MYS,122117910,155682747,VSP,N,29MAY2022:07:21:52.017
2,MYS,122117911,155682748,VSP,N,29MAY2022:07:21:52.080
2,MYS,122117912,155682750,VSP,N,29MAY2022:07:21:52.127
2,MYS,122117913,155682751,VSP,N,29MAY2022:07:21:52.157
2,MYS,122117914,155682752,VSP,N,29MAY2022:07:21:52.173
2,MYS,122117915,155682753,VSP,N,29MAY2022:07:21:52.203
2,MYS,122117916,155682754,VSP,N,29MAY2022:07:21:52.237
2,MYS,122117917,155682755,VSP,N,29MAY2022:07:21:52.297
2,MYS,122117918,155682756,VSP,N,29MAY2022:07:21:52.330
2,MYS,122117919,155682757,VSP,N,29MAY2022:07:21:52.360
2,MYS,122117920,155682758,VSP,N,29MAY2022:07:21:52.390
2,MYS,122117921,155682759,VSP,N,29MAY2022:07:21:52.423
2,MYS,122117922,155682760,VSP,N,29MAY2022:07:21:52.500
2,MYS,122117923,155682761,VSP,N,29MAY2022:07:21:52.547
2,MYS,122117924,155682762,VSP,N,29MAY2022:07:21:52.580
2,MYS,122117925,155682763,VSP,N,29MAY2022:07:21:52.610
2,MYS,122117926,155682764,VSP,N,29MAY2022:07:21:52.640
2,MYS,122117927,155682765,VSP,N,29MAY2022:07:21:52.690
2,MYS,122117928,155682766,VSP,N,29MAY2022:07:21:52.720
2,MYS,122117929,155682767,VSP,N,29MAY2022:07:21:52.750
2,MYS,122117930,155682768,VSP,N,29MAY2022:07:21:52.767
2,MYS,122117931,155682769,VSP,N,29MAY2022:07:21:52.797
2,MYS,122117932,155682770,VSP,N,29MAY2022:07:21:52.843
2,MYS,122117933,155682771,VSP,N,29MAY2022:07:21:52.907
2,MYS,122117934,155682773,VSP,N,29MAY2022:07:21:53.017
2,MYS,122117935,155682774,VSP,N,29MAY2022:07:21:53.033
2,MYS,122117936,155682776,VSP,N,29MAY2022:07:21:53.300
2,MYS,122117937,155682777,VSP,N,29MAY2022:07:21:53.457
2,MYS,122117938,155682779,VSP,N,29MAY2022:07:21:53.860
2,MYS,122117939,155682780,VSP,N,29MAY2022:07:21:54.047
2,MYS,122117940,155682781,VSP,N,29MAY2022:07:21:54.237
2,MYS,122117941,155682782,VSP,N,29MAY2022:07:21:54.520
2,MYS,122117942,155682783,VSP,N,29MAY2022:07:21:54.643
2,MYS,122117943,155682784,VSP,N,29MAY2022:07:21:54.673
2,MYS,122117944,155682785,VSP,N,29MAY2022:07:21:54.707
2,MYS,122117945,155682786,VSP,N,29MAY2022:07:21:54.720
2,MYS,122117946,155682787,VSP,N,29MAY2022:07:21:54.753
2,MYS,122117947,155682788,VSP,N,29MAY2022:07:21:54.787
2,MYS,122117948,155682789,VSP,N,29MAY2022:07:21:54.817
2,MYS,122117949,155682790,VSP,N,29MAY2022:07:21:54.847
2,MYS,122117950,155682792,VSP,N,29MAY2022:07:21:54.913
2,MYS,122117951,155682793,VSP,N,29MAY2022:07:21:54.943
2,MYS,122117952,155682795,VSP,N,29MAY2022:07:21:54.990
2,MYS,122117953,155682796,VSP,N,29MAY2022:07:21:55.023
2,MYS,122117954,155682798,VSP,N,29MAY2022:07:21:55.083
2,MYS,122117955,155682799,VSP,N,29MAY2022:07:21:55.117
2,MYS,122117956,155682800,VSP,N,29MAY2022:07:21:55.130
2,MYS,122117957,155682802,VSP,N,29MAY2022:07:21:55.180
2,MYS,122117958,155682803,VSP,N,29MAY2022:07:21:55.210
2,MYS,122117959,155682804,VSP,N,29MAY2022:07:21:55.227
2,MYS,122117960,155682805,VSP,N,29MAY2022:07:21:55.257
2,MYS,122117961,155682806,VSP,N,29MAY2022:07:21:55.287
2,MYS,122117962,155682807,VSP,N,29MAY2022:07:21:55.333
2,MYS,122117963,155682808,VSP,N,29MAY2022:07:21:55.397
2,MYS,122117964,155682809,VSP,N,29MAY2022:07:21:55.413
2,MYS,122117965,155682810,VSP,N,29MAY2022:07:21:55.430
2,MYS,122117966,155682811,VSP,N,29MAY2022:07:21:55.443
2,MYS,122117967,155682812,VSP,N,29MAY2022:07:21:55.490
2,MYS,122117968,155682813,VSP,N,29MAY2022:07:21:55.507
2,IND,122117969,155682815,VSP,N,29MAY2022:07:21:55.583
2,IND,122117970,155682816,VSP,N,29MAY2022:07:21:55.600
2,MYS,122117971,155682817,VSP,N,29MAY2022:07:21:55.647
2,MYS,122117972,155682818,VSP,N,29MAY2022:07:21:55.663
2,MYS,122117973,155682820,VSP,N,29MAY2022:07:21:55.710
2,MYS,122117974,155682821,VSP,N,29MAY2022:07:21:55.740
2,MYS,122117975,155682823,VSP,N,29MAY2022:07:21:55.773
2,MYS,122117976,155682824,VSP,N,29MAY2022:07:21:55.803
2,MYS,122117977,155682826,VSP,N,29MAY2022:07:21:55.867
2,MYS,122117978,155682827,VSP,N,29MAY2022:07:21:55.880
2,MYS,122117979,155682829,VSP,N,29MAY2022:07:21:56.177
2,MYS,122117980,155682830,VSP,N,29MAY2022:07:21:56.190
2,MYS,122117981,155682831,VSP,N,29MAY2022:07:21:56.237
2,MYS,122117982,155682832,VSP,N,29MAY2022:07:21:56.253
2,MYS,122117983,155682833,VSP,N,29MAY2022:07:21:56.287
2,MYS,122117984,155682834,VSP,N,29MAY2022:07:21:56.303
2,MYS,122117985,155682835,VSP,N,29MAY2022:07:21:56.333
2,MYS,122117986,155682836,VSP,N,29MAY2022:07:21:56.363
2,MYS,122117987,155682837,VSP,N,29MAY2022:07:21:56.397
2,MYS,122117988,155682838,VSP,N,29MAY2022:07:21:56.410
2,MYS,122117989,155682839,VSP,N,29MAY2022:07:21:56.427
2,MYS,122117990,155682840,VSP,N,29MAY2022:07:21:56.473
2,MYS,122117991,155682841,VSP,N,29MAY2022:07:21:56.507
2,MYS,122117992,155682842,VSP,N,29MAY2022:07:21:56.537
2,MYS,122117993,155682843,VSP,N,29MAY2022:07:21:56.553
2,MYS,122117994,155682845,VSP,N,29MAY2022:07:21:56.613
2,MYS,122117995,155682846,VSP,N,29MAY2022:07:21:56.647
2,MYS,122117996,155682848,VSP,N,29MAY2022:07:21:56.710
2,MYS,122117997,155682849,VSP,N,29MAY2022:07:21:56.723
2,MYS,122117998,155682851,VSP,N,29MAY2022:07:21:56.770
2,MYS,122117999,155682852,VSP,N,29MAY2022:07:21:56.817
2,MYS,122118000,155682854,VSP,N,29MAY2022:07:21:56.910
2,MYS,122118001,155682855,VSP,N,29MAY2022:07:21:56.927
2,MYS,122118002,155682856,VSP,N,29MAY2022:07:21:56.943
2,MYS,122118003,155682857,VSP,N,29MAY2022:07:21:56.973
2,MYS,122118004,155682858,VSP,N,29MAY2022:07:21:57.003
2,MYS,122118005,155682859,VSP,N,29MAY2022:07:21:57.037
2,MYS,122118006,155682860,VSP,N,29MAY2022:07:21:57.113
2,MYS,122118007,155682861,VSP,N,29MAY2022:07:21:57.147
2,MYS,122118008,155682863,VSP,N,29MAY2022:07:21:57.207
2,MYS,122118009,155682864,VSP,N,29MAY2022:07:21:57.223
2,MYS,122118010,155682866,VSP,N,29MAY2022:07:21:57.287
2,MYS,122118011,155682867,VSP,N,29MAY2022:07:21:57.300
2,MYS,122118012,155682869,VSP,N,29MAY2022:07:21:57.363
2,MYS,122118013,155682870,VSP,N,29MAY2022:07:21:57.380
2,MYS,122118014,155682872,VSP,N,29MAY2022:07:21:57.457
2,MYS,122118015,155682873,VSP,N,29MAY2022:07:21:57.473
2,MYS,122118016,155682874,VSP,N,29MAY2022:07:21:57.503
2,MYS,122118017,155682875,VSP,N,29MAY2022:07:21:57.520
2,MYS,122118018,155682876,VSP,N,29MAY2022:07:21:57.537
2,MYS,122118019,155682877,VSP,N,29MAY2022:07:21:57.897
2,MYS,122118020,155682878,VSP,N,29MAY2022:07:21:58.007
2,MYS,122118021,155682879,VSP,N,29MAY2022:07:21:58.117
2,MYS,122118022,155682880,VSP,N,29MAY2022:07:21:58.320
2,MYS,122118023,155682881,VSP,N,29MAY2022:07:21:58.397
2,MYS,122118024,155682882,VSP,N,29MAY2022:07:21:58.523
2,MYS,122118025,155682883,VSP,N,29MAY2022:07:21:58.680
2,MYS,122118026,155682884,VSP,N,29MAY2022:07:21:58.710
2,MYS,122118027,155682885,VSP,N,29MAY2022:07:21:58.740
2,MYS,122118028,155682887,VSP,N,29MAY2022:07:21:58.787
2,MYS,122118029,155682888,VSP,N,29MAY2022:07:21:58.803
2,MYS,122118030,155682889,VSP,N,29MAY2022:07:21:58.850
2,MYS,122118031,155682890,VSP,N,29MAY2022:07:21:58.880
2,MYS,122118032,155682892,VSP,N,29MAY2022:07:21:58.930
2,MYS,122118033,155682893,VSP,N,29MAY2022:07:21:58.943
2,MYS,122118034,155682898,VSP,N,29MAY2022:07:21:59.050
2,MYS,122118035,155682899,VSP,N,29MAY2022:07:21:59.067
2,MYS,122118036,155682900,VSP,N,29MAY2022:07:21:59.113
2,MYS,122118037,155682901,VSP,N,29MAY2022:07:21:59.143
2,MYS,122118038,155682902,VSP,N,29MAY2022:07:21:59.160
2,MYS,122118039,155682903,VSP,N,29MAY2022:07:21:59.190
2,MYS,122118040,155682904,VSP,N,29MAY2022:07:21:59.223
2,MYS,122118041,155682905,VSP,N,29MAY2022:07:21:59.240
2,MYS,122118042,155682906,VSP,N,29MAY2022:07:21:59.253
2,MYS,122118043,155682909,VSP,N,29MAY2022:07:21:59.330
2,MYS,122118044,155682910,VSP,N,29MAY2022:07:21:59.347
2,MYS,122118045,155682912,VSP,N,29MAY2022:07:21:59.393
2,MYS,122118046,155682913,VSP,N,29MAY2022:07:21:59.440
2,MYS,122118047,155682914,VSP,N,29MAY2022:07:21:59.457
2,MYS,122118048,155682915,VSP,N,29MAY2022:07:21:59.520
2,MYS,122118049,155682916,VSP,N,29MAY2022:07:21:59.550
2,MYS,122118050,155682917,VSP,N,29MAY2022:07:21:59.580
2,MYS,122118051,155682918,VSP,N,29MAY2022:07:21:59.597
2,MYS,122118052,155682919,VSP,N,29MAY2022:07:21:59.643
2,MYS,122118053,155682920,VSP,N,29MAY2022:07:21:59.677
2,MYS,122118054,155682922,VSP,N,29MAY2022:07:21:59.740
2,MYS,122118055,155682923,VSP,N,29MAY2022:07:21:59.753
2,MYS,122118056,155682924,VSP,N,29MAY2022:07:21:59.783
2,MYS,122118057,155682925,VSP,N,29MAY2022:07:21:59.813
2,MYS,122118058,155682926,VSP,N,29MAY2022:07:21:59.830
2,MYS,122118059,155682927,VSP,N,29MAY2022:07:21:59.877
2,MYS,122118060,155682928,VSP,N,29MAY2022:07:21:59.910
2,MYS,122118061,155682929,VSP,N,29MAY2022:07:21:59.923
2,MYS,122118062,155682930,VSP,N,29MAY2022:07:21:59.957
2,MYS,122118063,155682931,VSP,N,29MAY2022:07:21:59.987
2,MYS,122118064,155682932,VSP,N,29MAY2022:07:22:00.020
2,MYS,122118065,155682933,VSP,N,29MAY2022:07:22:00.067
2,MYS,122118066,155682934,VSP,N,29MAY2022:07:22:00.080
2,MYS,122118067,155682935,VSP,N,29MAY2022:07:22:00.113
2,MYS,122118068,155682936,VSP,N,29MAY2022:07:22:00.143
2,MYS,122118069,155682937,VSP,N,29MAY2022:07:22:00.177
2,MYS,122118070,155682939,VSP,N,29MAY2022:07:22:00.223
2,MYS,122118071,155682940,VSP,N,29MAY2022:07:22:00.253
2,MYS,122118072,155682942,VSP,N,29MAY2022:07:22:00.317
2,MYS,122118073,155682943,VSP,N,29MAY2022:07:22:00.330
2,MYS,122118074,155682944,VSP,N,29MAY2022:07:22:00.380
2,MYS,122118075,155682945,VSP,N,29MAY2022:07:22:00.410
2,MYS,122118076,155682946,VSP,N,29MAY2022:07:22:00.440
2,MYS,122118077,155682947,VSP,N,29MAY2022:07:22:00.473
2,MYS,122118078,155682948,VSP,N,29MAY2022:07:22:00.520
2,MYS,122118079,155682949,VSP,N,29MAY2022:07:22:00.567
2,MYS,122118080,155682950,VSP,N,29MAY2022:07:22:00.580
2,MYS,122118081,155682951,VSP,N,29MAY2022:07:22:00.630
2,MYS,122118082,155682952,VSP,N,29MAY2022:07:22:00.660
2,GBR,122118083,155682955,VSP,N,29MAY2022:07:22:00.723
2,GBR,122118084,155682957,VSP,N,29MAY2022:07:22:00.753
2,GBR,122118085,155682960,VSP,N,29MAY2022:07:22:00.800
2,GBR,122118086,155682962,VSP,N,29MAY2022:07:22:00.833
2,GBR,122118087,155682963,VSP,N,29MAY2022:07:22:00.897
2,GBR,122118088,155682964,VSP,N,29MAY2022:07:22:00.910
2,MYS,122118089,155682968,VSP,N,29MAY2022:07:22:00.990
2,MYS,122118090,155682970,VSP,N,29MAY2022:07:22:01.020
2,MYS,122118091,155682971,VSP,N,29MAY2022:07:22:01.050
2,CYP,122118092,155682972,VSP,N,29MAY2022:07:22:01.100
2,CYP,122118093,155682973,VSP,N,29MAY2022:07:22:01.130
2,CYP,122118094,155682974,VSP,N,29MAY2022:07:22:01.177
2,CYP,122118095,155682975,VSP,N,29MAY2022:07:22:01.193
2,CYP,122118096,155682976,VSP,N,29MAY2022:07:22:01.240
2,CYP,122118097,155682977,VSP,N,29MAY2022:07:22:01.270
2,MYS,122118098,155682978,VSP,N,29MAY2022:07:22:01.300
2,MYS,122118099,155682979,VSP,N,29MAY2022:07:22:01.333
2,MYS,122118100,155682980,VSP,N,29MAY2022:07:22:01.363
2,MYS,122118101,155682981,VSP,N,29MAY2022:07:22:01.397
2,MYS,122118102,155682982,VSP,N,29MAY2022:07:22:01.427
2,MYS,122118103,155682983,VSP,N,29MAY2022:07:22:01.443
2,MYS,122118104,155682984,VSP,N,29MAY2022:07:22:01.490
2,MYS,122118105,155682985,VSP,N,29MAY2022:07:22:01.520
2,MYS,122118106,155682986,VSP,N,29MAY2022:07:22:01.583
2,MYS,122118107,155682987,VSP,N,29MAY2022:07:22:01.600
2,MYS,122118108,155682988,VSP,N,29MAY2022:07:22:01.630
2,IND,122118109,155682989,VSP,N,29MAY2022:07:22:01.677
2,IND,122118110,155682990,VSP,N,29MAY2022:07:22:01.693
2,IND,122118111,155682991,VSP,N,29MAY2022:07:22:01.740
2,IND,122118112,155682992,VSP,N,29MAY2022:07:22:01.753
2,MYS,122118113,155682993,VSP,N,29MAY2022:07:22:01.800
2,MYS,122118114,155682994,VSP,N,29MAY2022:07:22:01.880
2,MYS,122118115,155682999,VSP,N,29MAY2022:07:22:02.013
2,MYS,122118116,155683000,VSP,N,29MAY2022:07:22:02.110
2,MYS,122118117,155683005,VSP,N,29MAY2022:07:22:02.373
2,MYS,122118118,155683006,VSP,N,29MAY2022:07:22:02.407
2,MYS,122118119,155683011,VSP,N,29MAY2022:07:22:02.703
2,MYS,122118120,155683012,VSP,N,29MAY2022:07:22:02.797
2,MYS,122118121,155683017,VSP,N,29MAY2022:07:22:03.283
2,MYS,122118122,155683018,VSP,N,29MAY2022:07:22:03.407
2,MYS,122118123,155683020,VSP,N,29MAY2022:07:22:03.720
2,MYS,122118124,155683021,VSP,N,29MAY2022:07:22:03.877
2,MYS,122118125,155683023,VSP,N,29MAY2022:07:22:04.253
2,MYS,122118126,155683024,VSP,N,29MAY2022:07:22:04.283
2,MYS,122118127,155683025,VSP,N,29MAY2022:07:22:04.360
2,MYS,122118128,155683026,VSP,N,29MAY2022:07:22:04.520
2,MYS,122118129,155683028,VSP,N,29MAY2022:07:22:04.580
2,MYS,122118130,155683029,VSP,N,29MAY2022:07:22:04.597
2,MYS,122118131,155683031,VSP,N,29MAY2022:07:22:04.660
2,MYS,122118132,155683032,VSP,N,29MAY2022:07:22:04.690
2,MYS,122118133,155683034,VSP,N,29MAY2022:07:22:04.740
2,MYS,122118134,155683035,VSP,N,29MAY2022:07:22:04.753
2,MYS,122118135,155683037,VSP,N,29MAY2022:07:22:04.833
2,MYS,122118136,155683038,VSP,N,29MAY2022:07:22:04.863
2,MYS,122118137,155683040,VSP,N,29MAY2022:07:22:04.910
2,MYS,122118138,155683041,VSP,N,29MAY2022:07:22:04.927
2,MYS,122118139,155683042,VSP,N,29MAY2022:07:22:04.957
2,MYS,122118140,155683043,VSP,N,29MAY2022:07:22:04.990
2,MYS,122118141,155683044,VSP,N,29MAY2022:07:22:05.017
